	k	BF	sign	bias	self_loop	self_loop_index	Real_k	ineff_inps	Real_sign	real_bias	EF_BF
211	7	00101011101111111011111111111111001010111011111110111111111111110000001000101011001010111011111100000010001010110010101110111111	iiaaaai	84	Y	1	6	[1]	iaaaai	42	0010101110111111101111111111111100000010001010110010101110111111
212	7	00101011101111111111111111111111000000100010101110111111111111110000001000101011101111111111111100000000000000100010101110111111	iiaaaai	79	Y	2	7	[]	iiaaaai	79	00101011101111111111111111111111000000100010101110111111111111110000001000101011101111111111111100000000000000100010101110111111
213	7	00101011111111111011111111111111000000101011111100101011111111110000001010111111001010111111111100000000001010110000001010111111	iiaaaai	79	Y	3	7	[]	iiaaaai	79	00101011111111111011111111111111000000101011111100101011111111110000001010111111001010111111111100000000001010110000001010111111
214	7	00101111101111111011111111111111000010110010111100101111101111110000101100101111001011111011111100000010000010110000101100101111	iiaaaai	79	Y	4	7	[]	iiaaaai	79	00101111101111111011111111111111000010110010111100101111101111110000101100101111001011111011111100000010000010110000101100101111
215	7	00111011101111111011111111111111001000110011101100111011101111110010001100111011001110111011111100000010001000110010001100111011	iiaaaai	79	Y	5	7	[]	iiaaaai	79	00111011101111111011111111111111001000110011101100111011101111110010001100111011001110111011111100000010001000110010001100111011
216	7	00111111111111111111111111111111000000110011111100111111111111110000001100111111001111111111111100000000000000110000001100111111	iiaaaai	84	Y	6	6	[6]	iiaaaa	42	0111111111111111000101110111111100010111011111110000000100010111
217	7	01111111111111111111111111111111000101110111111101111111111111110111111111111111111111111111111100010111011111110111111111111111	iiaaaaa	114	Y	0	6	[0]	iaaaaa	57	0111111111111111111111111111111100010111011111110111111111111111
218	7	01111111111111111111111111111111011111111111111111111111111111110001011101111111011111111111111100010111011111110111111111111111	iiaaaaa	114	Y	1	6	[1]	iaaaaa	57	0111111111111111111111111111111100010111011111110111111111111111
219	7	01111111111111111111111111111111000101110111111111111111111111110001011101111111111111111111111100000001000101110111111111111111	iiaaaaa	105	Y	2	7	[]	iiaaaaa	105	01111111111111111111111111111111000101110111111111111111111111110001011101111111111111111111111100000001000101110111111111111111
220	7	01111111111111111111111111111111000101111111111101111111111111110001011111111111011111111111111100000001011111110001011111111111	iiaaaaa	105	Y	3	7	[]	iiaaaaa	105	01111111111111111111111111111111000101111111111101111111111111110001011111111111011111111111111100000001011111110001011111111111
221	7	01111111111111111111111111111111000111110111111101111111111111110001111101111111011111111111111100000111000111110001111101111111	iiaaaaa	105	Y	4	7	[]	iiaaaaa	105	01111111111111111111111111111111000111110111111101111111111111110001111101111111011111111111111100000111000111110001111101111111
222	7	01111111111111111111111111111111001101110111111101111111111111110011011101111111011111111111111100010011001101110011011101111111	iiaaaaa	105	Y	5	7	[]	iiaaaaa	105	01111111111111111111111111111111001101110111111101111111111111110011011101111111011111111111111100010011001101110011011101111111
223	7	01111111111111111111111111111111010101110111111101111111111111110101011101111111011111111111111100010101010101110101011101111111	iiaaaaa	105	Y	6	7	[]	iiaaaaa	105	01111111111111111111111111111111010101110111111101111111111111110101011101111111011111111111111100010101010101110101011101111111
224	7	00000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000	iaiiiii	2	Y	0	6	[0]	aiiiii	1	0000000000000000000000000000000010000000000000000000000000000000
225	7	00000000000000000000000000000000111010001000000010000000000000000000000000000000000000000000000010000000000000000000000000000000	iaiiiii	7	Y	1	7	[]	iaiiiii	7	00000000000000000000000000000000111010001000000010000000000000000000000000000000000000000000000010000000000000000000000000000000
226	7	00000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000	iaiiiii	2	Y	2	6	[2]	iaiiii	1	0000000000000000100000000000000000000000000000000000000000000000
227	7	00000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iaiiiii	2	Y	3	6	[3]	iaiiii	1	0000000000000000100000000000000000000000000000000000000000000000
228	7	00000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iaiiiii	2	Y	4	6	[4]	iaiiii	1	0000000000000000100000000000000000000000000000000000000000000000
229	7	00000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iaiiiii	2	Y	5	6	[5]	iaiiii	1	0000000000000000100000000000000000000000000000000000000000000000
230	7	00000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	iaiiiii	2	Y	6	6	[6]	iaiiii	1	0000000000000000100000000000000000000000000000000000000000000000
231	7	01000000000000000000000000000000110101000100000001000000000000000100000000000000000000000000000011010100010000000100000000000000	iaiiiia	14	Y	0	6	[0]	aiiiia	7	0100000000000000000000000000000011010100010000000100000000000000
232	7	01000000000000000000000000000000111111011101010011010100010000000000000000000000000000000000000011010100010000000100000000000000	iaiiiia	23	Y	1	7	[]	iaiiiia	23	01000000000000000000000000000000111111011101010011010100010000000000000000000000000000000000000011010100010000000100000000000000
233	7	01000000000000000100000000000000110101000100000011010100010000000000000000000000000000000000000001000000000000000100000000000000	iaiiiia	14	Y	2	6	[2]	iaiiia	7	0100000000000000110101000100000000000000000000000100000000000000
234	7	01000000010000000000000000000000110101001101010001000000010000000000000000000000000000000000000001000000010000000000000000000000	iaiiiia	14	Y	3	6	[3]	iaiiia	7	0100000000000000110101000100000000000000000000000100000000000000
235	7	01000100000000000000000000000000110111010100010001000100000000000000000000000000000000000000000001000100000000000000000000000000	iaiiiia	14	Y	4	6	[4]	iaiiia	7	0100000000000000110101000100000000000000000000000100000000000000
236	7	01010000000000000000000000000000111101010101000001010000000000000000000000000000000000000000000001010000000000000000000000000000	iaiiiia	14	Y	5	6	[5]	iaiiia	7	0100000000000000110101000100000000000000000000000100000000000000
237	7	01010100010000000100000000000000110101010101010001010100010000000100000000000000000000000000000001010100010000000100000000000000	iaiiiia	23	Y	6	7	[]	iaiiiia	23	01010100010000000100000000000000110101010101010001010100010000000100000000000000000000000000000001010100010000000100000000000000
238	7	00100000000000000000000000000000101100100010000000100000000000000010000000000000000000000000000010110010001000000010000000000000	iaiiiai	14	Y	0	6	[0]	aiiiai	7	0010000000000000000000000000000010110010001000000010000000000000
239	7	00100000000000000000000000000000111110111011001010110010001000000000000000000000000000000000000010110010001000000010000000000000	iaiiiai	23	Y	1	7	[]	iaiiiai	23	00100000000000000000000000000000111110111011001010110010001000000000000000000000000000000000000010110010001000000010000000000000
240	7	00100000000000000010000000000000101100100010000010110010001000000000000000000000000000000000000000100000000000000010000000000000	iaiiiai	14	Y	2	6	[2]	iaiiai	7	0010000000000000101100100010000000000000000000000010000000000000
241	7	00100000001000000000000000000000101100101011001000100000001000000000000000000000000000000000000000100000001000000000000000000000	iaiiiai	14	Y	3	6	[3]	iaiiai	7	0010000000000000101100100010000000000000000000000010000000000000
242	7	00100010000000000000000000000000101110110010001000100010000000000000000000000000000000000000000000100010000000000000000000000000	iaiiiai	14	Y	4	6	[4]	iaiiai	7	0010000000000000101100100010000000000000000000000010000000000000
243	7	00110010001000000010000000000000101100110011001000110010001000000010000000000000000000000000000000110010001000000010000000000000	iaiiiai	23	Y	5	7	[]	iaiiiai	23	00110010001000000010000000000000101100110011001000110010001000000010000000000000000000000000000000110010001000000010000000000000
244	7	00110000000000000000000000000000111100110011000000110000000000000000000000000000000000000000000000110000000000000000000000000000	iaiiiai	14	Y	6	6	[6]	iaiiia	7	0100000000000000110101000100000000000000000000000100000000000000
245	7	01110001000100000001000000000000111101110111000101110001000100000111000100010000000100000000000011110111011100010111000100010000	iaiiiaa	44	Y	0	6	[0]	aiiiaa	22	0111000100010000000100000000000011110111011100010111000100010000
246	7	01110001000100000001000000000000111111111111011111110111011100010001000000000000000000000000000011110111011100010111000100010000	iaiiiaa	49	Y	1	7	[]	iaiiiaa	49	01110001000100000001000000000000111111111111011111110111011100010001000000000000000000000000000011110111011100010111000100010000
247	7	01110001000100000111000100010000111101110111000111110111011100010001000000000000000100000000000001110001000100000111000100010000	iaiiiaa	44	Y	2	6	[2]	iaiiaa	22	0111000100010000111101110111000100010000000000000111000100010000
248	7	01110001011100010001000000010000111101111111011101110001011100010001000000010000000000000000000001110001011100010001000000010000	iaiiiaa	44	Y	3	6	[3]	iaiiaa	22	0111000100010000111101110111000100010000000000000111000100010000
249	7	01110111000100010001000100000000111111110111011101110111000100010001000100000000000000000000000001110111000100010001000100000000	iaiiiaa	44	Y	4	6	[4]	iaiiaa	22	0111000100010000111101110111000100010000000000000111000100010000
250	7	01110011001100010011000100010000111101110111001101110011001100010011000100010000000100000000000001110011001100010011000100010000	iaiiiaa	49	Y	5	7	[]	iaiiiaa	49	01110011001100010011000100010000111101110111001101110011001100010011000100010000000100000000000001110011001100010011000100010000
251	7	01110101010100010101000100010000111101110111010101110101010100010101000100010000000100000000000001110101010100010101000100010000	iaiiiaa	49	Y	6	7	[]	iaiiiaa	49	01110101010100010101000100010000111101110111010101110101010100010101000100010000000100000000000001110101010100010101000100010000
252	7	00001000000000000000000000000000100011100000100000001000000000000000100000000000000000000000000010001110000010000000100000000000	iaiiaii	14	Y	0	6	[0]	aiiaii	7	0000100000000000000000000000000010001110000010000000100000000000
253	7	00001000000000000000000000000000111011111000111010001110000010000000000000000000000000000000000010001110000010000000100000000000	iaiiaii	23	Y	1	7	[]	iaiiaii	23	00001000000000000000000000000000111011111000111010001110000010000000000000000000000000000000000010001110000010000000100000000000
254	7	00001000000000000000100000000000100011100000100010001110000010000000000000000000000000000000000000001000000000000000100000000000	iaiiaii	14	Y	2	6	[2]	iaiaii	7	0000100000000000100011100000100000000000000000000000100000000000
255	7	00001000000010000000000000000000100011101000111000001000000010000000000000000000000000000000000000001000000010000000000000000000	iaiiaii	14	Y	3	6	[3]	iaiaii	7	0000100000000000100011100000100000000000000000000000100000000000
256	7	00001110000010000000100000000000100011110000111000001110000010000000100000000000000000000000000000001110000010000000100000000000	iaiiaii	23	Y	4	7	[]	iaiiaii	23	00001110000010000000100000000000100011110000111000001110000010000000100000000000000000000000000000001110000010000000100000000000
257	7	00001010000000000000000000000000101011110000101000001010000000000000000000000000000000000000000000001010000000000000000000000000	iaiiaii	14	Y	5	6	[5]	iaiiai	7	0010000000000000101100100010000000000000000000000010000000000000
258	7	00001100000000000000000000000000110011110000110000001100000000000000000000000000000000000000000000001100000000000000000000000000	iaiiaii	14	Y	6	6	[6]	iaiiai	7	0010000000000000101100100010000000000000000000000010000000000000
259	7	01001101000001000000010000000000110111110100110101001101000001000100110100000100000001000000000011011111010011010100110100000100	iaiiaia	44	Y	0	6	[0]	aiiaia	22	0100110100000100000001000000000011011111010011010100110100000100
260	7	01001101000001000000010000000000111111111101111111011111010011010000010000000000000000000000000011011111010011010100110100000100	iaiiaia	49	Y	1	7	[]	iaiiaia	49	01001101000001000000010000000000111111111101111111011111010011010000010000000000000000000000000011011111010011010100110100000100
261	7	01001101000001000100110100000100110111110100110111011111010011010000010000000000000001000000000001001101000001000100110100000100	iaiiaia	44	Y	2	6	[2]	iaiaia	22	0100110100000100110111110100110100000100000000000100110100000100
262	7	01001101010011010000010000000100110111111101111101001101010011010000010000000100000000000000000001001101010011010000010000000100	iaiiaia	44	Y	3	6	[3]	iaiaia	22	0100110100000100110111110100110100000100000000000100110100000100
263	7	01001111000011010000110100000100110111110100111101001111000011010000110100000100000001000000000001001111000011010000110100000100	iaiiaia	49	Y	4	7	[]	iaiiaia	49	01001111000011010000110100000100110111110100111101001111000011010000110100000100000001000000000001001111000011010000110100000100
264	7	01011111000001010000010100000000111111110101111101011111000001010000010100000000000000000000000001011111000001010000010100000000	iaiiaia	44	Y	5	6	[5]	iaiiaa	22	0111000100010000111101110111000100010000000000000111000100010000
265	7	01011101010001010100010100000100110111110101110101011101010001010100010100000100000001000000000001011101010001010100010100000100	iaiiaia	49	Y	6	7	[]	iaiiaia	49	01011101010001010100010100000100110111110101110101011101010001010100010100000100000001000000000001011101010001010100010100000100
266	7	00101011000000100000001000000000101111110010101100101011000000100010101100000010000000100000000010111111001010110010101100000010	iaiiaai	44	Y	0	6	[0]	aiiaai	22	0010101100000010000000100000000010111111001010110010101100000010
267	7	00101011000000100000001000000000111111111011111110111111001010110000001000000000000000000000000010111111001010110010101100000010	iaiiaai	49	Y	1	7	[]	iaiiaai	49	00101011000000100000001000000000111111111011111110111111001010110000001000000000000000000000000010111111001010110010101100000010
268	7	00101011000000100010101100000010101111110010101110111111001010110000001000000000000000100000000000101011000000100010101100000010	iaiiaai	44	Y	2	6	[2]	iaiaai	22	0010101100000010101111110010101100000010000000000010101100000010
269	7	00101011001010110000001000000010101111111011111100101011001010110000001000000010000000000000000000101011001010110000001000000010	iaiiaai	44	Y	3	6	[3]	iaiaai	22	0010101100000010101111110010101100000010000000000010101100000010
270	7	00101111000010110000101100000010101111110010111100101111000010110000101100000010000000100000000000101111000010110000101100000010	iaiiaai	49	Y	4	7	[]	iaiiaai	49	00101111000010110000101100000010101111110010111100101111000010110000101100000010000000100000000000101111000010110000101100000010
271	7	00111011001000110010001100000010101111110011101100111011001000110010001100000010000000100000000000111011001000110010001100000010	iaiiaai	49	Y	5	7	[]	iaiiaai	49	00111011001000110010001100000010101111110011101100111011001000110010001100000010000000100000000000111011001000110010001100000010
272	7	00111111000000110000001100000000111111110011111100111111000000110000001100000000000000000000000000111111000000110000001100000000	iaiiaai	44	Y	6	6	[6]	iaiiaa	22	0111000100010000111101110111000100010000000000000111000100010000
273	7	01111111000101110001011100000001111111110111111101111111000101110111111100010111000101110000000111111111011111110111111100010111	iaiiaaa	84	Y	0	6	[0]	aiiaaa	42	0111111100010111000101110000000111111111011111110111111100010111
274	7	01111111000101110001011100000001111111111111111111111111011111110001011100000001000000010000000011111111011111110111111100010111	iaiiaaa	79	Y	1	7	[]	iaiiaaa	79	01111111000101110001011100000001111111111111111111111111011111110001011100000001000000010000000011111111011111110111111100010111
275	7	01111111000101110111111100010111111111110111111111111111011111110001011100000001000101110000000101111111000101110111111100010111	iaiiaaa	84	Y	2	6	[2]	iaiaaa	42	0111111100010111111111110111111100010111000000010111111100010111
276	7	01111111011111110001011100010111111111111111111101111111011111110001011100010111000000010000000101111111011111110001011100010111	iaiiaaa	84	Y	3	6	[3]	iaiaaa	42	0111111100010111111111110111111100010111000000010111111100010111
277	7	01111111000111110001111100000111111111110111111101111111000111110001111100000111000001110000000101111111000111110001111100000111	iaiiaaa	79	Y	4	7	[]	iaiiaaa	79	01111111000111110001111100000111111111110111111101111111000111110001111100000111000001110000000101111111000111110001111100000111
278	7	01111111001101110011011100010011111111110111111101111111001101110011011100010011000100110000000101111111001101110011011100010011	iaiiaaa	79	Y	5	7	[]	iaiiaaa	79	01111111001101110011011100010011111111110111111101111111001101110011011100010011000100110000000101111111001101110011011100010011
279	7	01111111010101110101011100010101111111110111111101111111010101110101011100010101000101010000000101111111010101110101011100010101	iaiiaaa	79	Y	6	7	[]	iaiiaaa	79	01111111010101110101011100010101111111110111111101111111010101110101011100010101000101010000000101111111010101110101011100010101
280	7	00000000100000000000000000000000100000001110100000000000100000000000000010000000000000000000000010000000111010000000000010000000	iaiaiii	14	Y	0	6	[0]	aiaiii	7	0000000010000000000000000000000010000000111010000000000010000000
281	7	00000000100000000000000000000000111010001111111010000000111010000000000000000000000000000000000010000000111010000000000010000000	iaiaiii	23	Y	1	7	[]	iaiaiii	23	00000000100000000000000000000000111010001111111010000000111010000000000000000000000000000000000010000000111010000000000010000000
282	7	00000000100000000000000010000000100000001110100010000000111010000000000000000000000000000000000000000000100000000000000010000000	iaiaiii	14	Y	2	6	[2]	iaaiii	7	0000000010000000100000001110100000000000000000000000000010000000
283	7	00000000111010000000000010000000100000001111111000000000111010000000000010000000000000000000000000000000111010000000000010000000	iaiaiii	23	Y	3	7	[]	iaiaiii	23	00000000111010000000000010000000100000001111111000000000111010000000000010000000000000000000000000000000111010000000000010000000
284	7	00000000100010000000000000000000100010001110111000000000100010000000000000000000000000000000000000000000100010000000000000000000	iaiaiii	14	Y	4	6	[4]	iaiaii	7	0000100000000000100011100000100000000000000000000000100000000000
285	7	00000000101000000000000000000000101000001111101000000000101000000000000000000000000000000000000000000000101000000000000000000000	iaiaiii	14	Y	5	6	[5]	iaiaii	7	0000100000000000100011100000100000000000000000000000100000000000
286	7	00000000110000000000000000000000110000001111110000000000110000000000000000000000000000000000000000000000110000000000000000000000	iaiaiii	14	Y	6	6	[6]	iaiaii	7	0000100000000000100011100000100000000000000000000000100000000000
287	7	01000000110101000000000001000000110101001111110101000000110101000100000011010100000000000100000011010100111111010100000011010100	iaiaiia	44	Y	0	6	[0]	aiaiia	22	0100000011010100000000000100000011010100111111010100000011010100
288	7	01000000110101000000000001000000111111011111111111010100111111010000000001000000000000000000000011010100111111010100000011010100	iaiaiia	49	Y	1	7	[]	iaiaiia	49	01000000110101000000000001000000111111011111111111010100111111010000000001000000000000000000000011010100111111010100000011010100
289	7	01000000110101000100000011010100110101001111110111010100111111010000000001000000000000000100000001000000110101000100000011010100	iaiaiia	44	Y	2	6	[2]	iaaiia	22	0100000011010100110101001111110100000000010000000100000011010100
290	7	01000000111111010000000011010100110101001111111101000000111111010000000011010100000000000100000001000000111111010000000011010100	iaiaiia	49	Y	3	7	[]	iaiaiia	49	01000000111111010000000011010100110101001111111101000000111111010000000011010100000000000100000001000000111111010000000011010100
291	7	01000100110111010000000001000100110111011111111101000100110111010000000001000100000000000000000001000100110111010000000001000100	iaiaiia	44	Y	4	6	[4]	iaiaia	22	0100110100000100110111110100110100000100000000000100110100000100
292	7	01010000111101010000000001010000111101011111111101010000111101010000000001010000000000000000000001010000111101010000000001010000	iaiaiia	44	Y	5	6	[5]	iaiaia	22	0100110100000100110111110100110100000100000000000100110100000100
293	7	01010100110101010100000001010100110101011111110101010100110101010100000001010100000000000100000001010100110101010100000001010100	iaiaiia	49	Y	6	7	[]	iaiaiia	49	01010100110101010100000001010100110101011111110101010100110101010100000001010100000000000100000001010100110101010100000001010100
294	7	00100000101100100000000000100000101100101111101100100000101100100010000010110010000000000010000010110010111110110010000010110010	iaiaiai	44	Y	0	6	[0]	aiaiai	22	0010000010110010000000000010000010110010111110110010000010110010
295	7	00100000101100100000000000100000111110111111111110110010111110110000000000100000000000000000000010110010111110110010000010110010	iaiaiai	49	Y	1	7	[]	iaiaiai	49	00100000101100100000000000100000111110111111111110110010111110110000000000100000000000000000000010110010111110110010000010110010
296	7	00100000101100100010000010110010101100101111101110110010111110110000000000100000000000000010000000100000101100100010000010110010	iaiaiai	44	Y	2	6	[2]	iaaiai	22	0010000010110010101100101111101100000000001000000010000010110010
297	7	00100000111110110000000010110010101100101111111100100000111110110000000010110010000000000010000000100000111110110000000010110010	iaiaiai	49	Y	3	7	[]	iaiaiai	49	00100000111110110000000010110010101100101111111100100000111110110000000010110010000000000010000000100000111110110000000010110010
298	7	00100010101110110000000000100010101110111111111100100010101110110000000000100010000000000000000000100010101110110000000000100010	iaiaiai	44	Y	4	6	[4]	iaiaai	22	0010101100000010101111110010101100000010000000000010101100000010
299	7	00110010101100110010000000110010101100111111101100110010101100110010000000110010000000000010000000110010101100110010000000110010	iaiaiai	49	Y	5	7	[]	iaiaiai	49	00110010101100110010000000110010101100111111101100110010101100110010000000110010000000000010000000110010101100110010000000110010
300	7	00110000111100110000000000110000111100111111111100110000111100110000000000110000000000000000000000110000111100110000000000110000	iaiaiai	44	Y	6	6	[6]	iaiaia	22	0100110100000100110111110100110100000100000000000100110100000100
301	7	01110001111101110001000001110001111101111111111101110001111101110111000111110111000100000111000111110111111111110111000111110111	iaiaiaa	84	Y	0	6	[0]	aiaiaa	42	0111000111110111000100000111000111110111111111110111000111110111
302	7	01110001111101110001000001110001111111111111111111110111111111110001000001110001000000000001000011110111111111110111000111110111	iaiaiaa	79	Y	1	7	[]	iaiaiaa	79	01110001111101110001000001110001111111111111111111110111111111110001000001110001000000000001000011110111111111110111000111110111
303	7	01110001111101110111000111110111111101111111111111110111111111110001000001110001000100000111000101110001111101110111000111110111	iaiaiaa	84	Y	2	6	[2]	iaaiaa	42	0111000111110111111101111111111100010000011100010111000111110111
304	7	01110001111111110001000011110111111101111111111101110001111111110001000011110111000000000111000101110001111111110001000011110111	iaiaiaa	79	Y	3	7	[]	iaiaiaa	79	01110001111111110001000011110111111101111111111101110001111111110001000011110111000000000111000101110001111111110001000011110111
305	7	01110111111111110001000101110111111111111111111101110111111111110001000101110111000000000001000101110111111111110001000101110111	iaiaiaa	84	Y	4	6	[4]	iaiaaa	42	0111111100010111111111110111111100010111000000010111111100010111
306	7	01110011111101110011000101110011111101111111111101110011111101110011000101110011000100000011000101110011111101110011000101110011	iaiaiaa	79	Y	5	7	[]	iaiaiaa	79	01110011111101110011000101110011111101111111111101110011111101110011000101110011000100000011000101110011111101110011000101110011
307	7	01110101111101110101000101110101111101111111111101110101111101110101000101110101000100000101000101110101111101110101000101110101	iaiaiaa	79	Y	6	7	[]	iaiaiaa	79	01110101111101110101000101110101111101111111111101110101111101110101000101110101000100000101000101110101111101110101000101110101
308	7	00001000100011100000000000001000100011101110111100001000100011100000100010001110000000000000100010001110111011110000100010001110	iaiaaii	44	Y	0	6	[0]	aiaaii	22	0000100010001110000000000000100010001110111011110000100010001110
309	7	00001000100011100000000000001000111011111111111110001110111011110000000000001000000000000000000010001110111011110000100010001110	iaiaaii	49	Y	1	7	[]	iaiaaii	49	00001000100011100000000000001000111011111111111110001110111011110000000000001000000000000000000010001110111011110000100010001110
310	7	00001000100011100000100010001110100011101110111110001110111011110000000000001000000000000000100000001000100011100000100010001110	iaiaaii	44	Y	2	6	[2]	iaaaii	22	0000100010001110100011101110111100000000000010000000100010001110
311	7	00001000111011110000000010001110100011101111111100001000111011110000000010001110000000000000100000001000111011110000000010001110	iaiaaii	49	Y	3	7	[]	iaiaaii	49	00001000111011110000000010001110100011101111111100001000111011110000000010001110000000000000100000001000111011110000000010001110
312	7	00001110100011110000100000001110100011111110111100001110100011110000100000001110000000000000100000001110100011110000100000001110	iaiaaii	49	Y	4	7	[]	iaiaaii	49	00001110100011110000100000001110100011111110111100001110100011110000100000001110000000000000100000001110100011110000100000001110
313	7	00001010101011110000000000001010101011111111111100001010101011110000000000001010000000000000000000001010101011110000000000001010	iaiaaii	44	Y	5	6	[5]	iaiaai	22	0010101100000010101111110010101100000010000000000010101100000010
314	7	00001100110011110000000000001100110011111111111100001100110011110000000000001100000000000000000000001100110011110000000000001100	iaiaaii	44	Y	6	6	[6]	iaiaai	22	0010101100000010101111110010101100000010000000000010101100000010
315	7	01001101110111110000010001001101110111111111111101001101110111110100110111011111000001000100110111011111111111110100110111011111	iaiaaia	84	Y	0	6	[0]	aiaaia	42	0100110111011111000001000100110111011111111111110100110111011111
316	7	01001101110111110000010001001101111111111111111111011111111111110000010001001101000000000000010011011111111111110100110111011111	iaiaaia	79	Y	1	7	[]	iaiaaia	79	01001101110111110000010001001101111111111111111111011111111111110000010001001101000000000000010011011111111111110100110111011111
317	7	01001101110111110100110111011111110111111111111111011111111111110000010001001101000001000100110101001101110111110100110111011111	iaiaaia	84	Y	2	6	[2]	iaaaia	42	0100110111011111110111111111111100000100010011010100110111011111
318	7	01001101111111110000010011011111110111111111111101001101111111110000010011011111000000000100110101001101111111110000010011011111	iaiaaia	79	Y	3	7	[]	iaiaaia	79	01001101111111110000010011011111110111111111111101001101111111110000010011011111000000000100110101001101111111110000010011011111
319	7	01001111110111110000110101001111110111111111111101001111110111110000110101001111000001000000110101001111110111110000110101001111	iaiaaia	79	Y	4	7	[]	iaiaaia	79	01001111110111110000110101001111110111111111111101001111110111110000110101001111000001000000110101001111110111110000110101001111
320	7	01011111111111110000010101011111111111111111111101011111111111110000010101011111000000000000010101011111111111110000010101011111	iaiaaia	84	Y	5	6	[5]	iaiaaa	42	0111111100010111111111110111111100010111000000010111111100010111
321	7	01011101110111110100010101011101110111111111111101011101110111110100010101011101000001000100010101011101110111110100010101011101	iaiaaia	79	Y	6	7	[]	iaiaaia	79	01011101110111110100010101011101110111111111111101011101110111110100010101011101000001000100010101011101110111110100010101011101
322	7	00101011101111110000001000101011101111111111111100101011101111110010101110111111000000100010101110111111111111110010101110111111	iaiaaai	84	Y	0	6	[0]	aiaaai	42	0010101110111111000000100010101110111111111111110010101110111111
323	7	00101011101111110000001000101011111111111111111110111111111111110000001000101011000000000000001010111111111111110010101110111111	iaiaaai	79	Y	1	7	[]	iaiaaai	79	00101011101111110000001000101011111111111111111110111111111111110000001000101011000000000000001010111111111111110010101110111111
324	7	00101011101111110010101110111111101111111111111110111111111111110000001000101011000000100010101100101011101111110010101110111111	iaiaaai	84	Y	2	6	[2]	iaaaai	42	0010101110111111101111111111111100000010001010110010101110111111
325	7	00101011111111110000001010111111101111111111111100101011111111110000001010111111000000000010101100101011111111110000001010111111	iaiaaai	79	Y	3	7	[]	iaiaaai	79	00101011111111110000001010111111101111111111111100101011111111110000001010111111000000000010101100101011111111110000001010111111
326	7	00101111101111110000101100101111101111111111111100101111101111110000101100101111000000100000101100101111101111110000101100101111	iaiaaai	79	Y	4	7	[]	iaiaaai	79	00101111101111110000101100101111101111111111111100101111101111110000101100101111000000100000101100101111101111110000101100101111
327	7	00111011101111110010001100111011101111111111111100111011101111110010001100111011000000100010001100111011101111110010001100111011	iaiaaai	79	Y	5	7	[]	iaiaaai	79	00111011101111110010001100111011101111111111111100111011101111110010001100111011000000100010001100111011101111110010001100111011
328	7	00111111111111110000001100111111111111111111111100111111111111110000001100111111000000000000001100111111111111110000001100111111	iaiaaai	84	Y	6	6	[6]	iaiaaa	42	0111111100010111111111110111111100010111000000010111111100010111
329	7	01111111111111110001011101111111111111111111111101111111111111110111111111111111000101110111111111111111111111110111111111111111	iaiaaaa	114	Y	0	6	[0]	aiaaaa	57	0111111111111111000101110111111111111111111111110111111111111111
330	7	01111111111111110001011101111111111111111111111111111111111111110001011101111111000000010001011111111111111111110111111111111111	iaiaaaa	105	Y	1	7	[]	iaiaaaa	105	01111111111111110001011101111111111111111111111111111111111111110001011101111111000000010001011111111111111111110111111111111111
331	7	01111111111111110111111111111111111111111111111111111111111111110001011101111111000101110111111101111111111111110111111111111111	iaiaaaa	114	Y	2	6	[2]	iaaaaa	57	0111111111111111111111111111111100010111011111110111111111111111
332	7	01111111111111110001011111111111111111111111111101111111111111110001011111111111000000010111111101111111111111110001011111111111	iaiaaaa	105	Y	3	7	[]	iaiaaaa	105	01111111111111110001011111111111111111111111111101111111111111110001011111111111000000010111111101111111111111110001011111111111
333	7	01111111111111110001111101111111111111111111111101111111111111110001111101111111000001110001111101111111111111110001111101111111	iaiaaaa	105	Y	4	7	[]	iaiaaaa	105	01111111111111110001111101111111111111111111111101111111111111110001111101111111000001110001111101111111111111110001111101111111
334	7	01111111111111110011011101111111111111111111111101111111111111110011011101111111000100110011011101111111111111110011011101111111	iaiaaaa	105	Y	5	7	[]	iaiaaaa	105	01111111111111110011011101111111111111111111111101111111111111110011011101111111000100110011011101111111111111110011011101111111
335	7	01111111111111110101011101111111111111111111111101111111111111110101011101111111000101010101011101111111111111110101011101111111	iaiaaaa	105	Y	6	7	[]	iaiaaaa	105	01111111111111110101011101111111111111111111111101111111111111110101011101111111000101010101011101111111111111110101011101111111
336	7	00000000000000001000000000000000100000000000000011101000100000000000000000000000100000000000000010000000000000001110100010000000	iaaiiii	14	Y	0	6	[0]	aaiiii	7	0000000000000000100000000000000010000000000000001110100010000000
337	7	00000000000000001000000000000000111010001000000011111110111010000000000000000000000000000000000010000000000000001110100010000000	iaaiiii	23	Y	1	7	[]	iaaiiii	23	00000000000000001000000000000000111010001000000011111110111010000000000000000000000000000000000010000000000000001110100010000000
